,taxpayer_id,location,economic_sector,entity_type,beneficial_owners,registration_date,size,norm_size,size_category
2937,P2837,Thika,Mining & Quarrying,Non-Individual,"['A0096', 'A0050']",28/05/2008,1.803086986,9.12E-05,medium
2938,P2838,Eldoret,Water & Sanitation,Non-Individual,"['A0061', 'A0044']",25/08/2020,2.197163047,0.000111084,large
2939,P2839,Machakos,Education,Non-Individual,['A0022'],14/01/2014,3.431584787,0.000173493,large
2940,P2840,Garissa,Agriculture,Non-Individual,['A0002'],01/03/2019,1.045034007,5.28E-05,micro
2941,P2841,Mombasa,Hospitality,Non-Individual,"['A0042', 'A0028']",11/10/2021,2.786543404,0.000140881,large
2942,P2842,Thika,Mining & Quarrying,Non-Individual,"['A0026', 'A0036', 'A0066']",17/02/2020,2.167819035,0.0001096,large
2943,P2843,Garissa,Waste Management,Non-Individual,"['A0046', 'A0032']",27/09/2008,1.575149735,7.96E-05,medium
2944,P2844,Machakos,Retail,Non-Individual,"['A0020', 'A0059', 'A0079']",08/11/2021,1.518981699,7.68E-05,medium
2945,P2845,Kericho,Healthcare,Non-Individual,"['A0042', 'A0061']",02/06/2013,1.454156953,7.35E-05,medium
2946,P2846,Mombasa,Construction,Non-Individual,"['A0077', 'A0063', 'A0033']",16/11/2013,1.224951594,6.19E-05,small
2947,P2847,Mombasa,Waste Management,Non-Individual,['A0097'],29/06/2011,1.313703337,6.64E-05,small
2948,P2848,Kitale,Energy,Non-Individual,['A0056'],04/05/2017,1.911249481,9.66E-05,medium
2949,P2849,Eldoret,Legal & Professional Services,Non-Individual,"['A0020', 'A0072']",11/06/2018,1.950780328,9.86E-05,medium
2950,P2850,Thika,Wholesale Trade,Non-Individual,"['A0050', 'A0093']",16/05/2007,1.146139015,5.79E-05,micro
2951,P2851,Meru,Transportation & Logistics,Non-Individual,"['A0003', 'A0085', 'A0015']",07/04/2016,1.253854285,6.34E-05,small
2952,P2852,Machakos,Entertainment & Media,Non-Individual,"['A0062', 'A0025', 'A0010']",22/12/2021,1.188916101,6.01E-05,small
2953,P2853,Kisumu,Finance,Non-Individual,"['A0067', 'A0065']",22/12/2013,2.136083215,0.000107996,large
2954,P2854,Thika,Mining & Quarrying,Non-Individual,"['A0084', 'A0062']",20/09/2019,9.321636169,0.000471281,large
2955,P2855,Mombasa,Energy,Non-Individual,['A0003'],05/01/2018,2.541997951,0.000128518,large
2956,P2856,Meru,Retail,Non-Individual,"['A0039', 'A0018', 'A0070']",18/11/2018,2.211782134,0.000111823,large
2957,P2857,Garissa,Security Services,Non-Individual,['A0078'],16/04/2016,1.099491048,5.56E-05,micro
2958,P2858,Garissa,Legal & Professional Services,Non-Individual,['A0076'],07/07/2005,6.489576331,0.000328099,large
2959,P2859,Kisumu,Waste Management,Non-Individual,"['A0095', 'A0048']",12/01/2019,1.135759545,5.74E-05,micro
2960,P2860,Thika,Retail,Non-Individual,"['A0003', 'A0031']",31/08/2021,5.838772792,0.000295195,large
2961,P2861,Nyeri,Hospitality,Non-Individual,"['A0030', 'A0014', 'A0080']",27/01/2024,1.014423735,5.13E-05,micro
2962,P2862,Thika,Healthcare,Non-Individual,['A0037'],06/12/2008,1.053297341,5.33E-05,micro
2963,P2863,Thika,ICT,Non-Individual,"['A0075', 'A0016']",29/07/2011,1.14374993,5.78E-05,micro
2964,P2864,Eldoret,Waste Management,Non-Individual,['A0046'],06/05/2015,2.240015659,0.00011325,large
2965,P2865,Garissa,Mining & Quarrying,Non-Individual,"['A0048', 'A0003']",05/06/2010,1.797855916,9.09E-05,medium
2966,P2866,Nyeri,Wholesale Trade,Non-Individual,['A0090'],30/06/2007,1.667768745,8.43E-05,medium
2967,P2867,Kericho,Agriculture,Non-Individual,"['A0008', 'A0056', 'A0048']",26/02/2005,1.114462369,5.63E-05,micro
2968,P2868,Machakos,Public Administration,Non-Individual,"['A0045', 'A0003', 'A0022']",19/07/2015,2.573086045,0.00013009,large
2969,P2869,Nakuru,Transportation,Non-Individual,"['A0001', 'A0039']",19/01/2017,1.99733285,0.000100981,large
2970,P2870,Garissa,Wholesale Trade,Non-Individual,['A0075'],24/12/2016,1.314178126,6.64E-05,small
2971,P2871,Kitale,Manufacturing,Non-Individual,"['A0046', 'A0007', 'A0100']",28/07/2011,1.230240391,6.22E-05,small
2972,P2872,Nairobi,Telecommunications,Non-Individual,"['A0087', 'A0093']",17/12/2013,1.59467765,8.06E-05,medium
2973,P2873,Kericho,Legal & Professional Services,Non-Individual,"['A0068', 'A0064', 'A0030']",30/08/2022,1.03528825,5.23E-05,micro
2974,P2874,Kisumu,Education,Non-Individual,['A0034'],01/01/2022,2.054196547,0.000103856,large
2975,P2875,Kisumu,Telecommunications,Non-Individual,"['A0072', 'A0091', 'A0087']",06/04/2014,1.07030605,5.41E-05,micro
2976,P2876,Kericho,Hospitality,Non-Individual,"['A0096', 'A0013', 'A0048']",07/12/2010,2.114520362,0.000106905,large
2977,P2877,Meru,Transportation,Non-Individual,['A0008'],30/08/2006,3.471910946,0.000175532,large
2978,P2878,Eldoret,Education,Non-Individual,"['A0092', 'A0055']",06/09/2012,1.238971004,6.26E-05,small
2979,P2879,Thika,Mining & Quarrying,Non-Individual,"['A0024', 'A0007']",09/09/2020,1.399723891,7.08E-05,small
2980,P2880,Garissa,Manufacturing,Non-Individual,"['A0059', 'A0006']",28/01/2022,1.909143706,9.65E-05,medium
2981,P2881,Nyeri,Real Estate,Non-Individual,['A0013'],01/08/2005,2.904877766,0.000146864,large
2982,P2882,Garissa,Telecommunications,Non-Individual,['A0026'],04/01/2021,1.395622703,7.06E-05,small
2983,P2883,Kisumu,Waste Management,Non-Individual,"['A0017', 'A0075']",21/03/2019,1.814669718,9.17E-05,medium
2984,P2884,Kericho,Arts & Culture,Non-Individual,"['A0057', 'A0075']",13/08/2011,1.223908196,6.19E-05,small
2985,P2885,Kitale,ICT,Non-Individual,['A0061'],15/04/2008,1.088795671,5.50E-05,micro
2986,P2886,Meru,Healthcare,Non-Individual,"['A0066', 'A0014', 'A0086']",18/08/2005,1.588127723,8.03E-05,medium
2987,P2887,Nakuru,ICT,Non-Individual,['A0099'],08/02/2018,1.545285004,7.81E-05,medium
2988,P2888,Thika,Public Administration,Non-Individual,['A0029'],20/09/2021,1.644385141,8.31E-05,medium
2989,P2889,Kisumu,Telecommunications,Non-Individual,"['A0004', 'A0100', 'A0060']",11/06/2019,1.511726184,7.64E-05,medium
2990,P2890,Nyeri,Transportation & Logistics,Non-Individual,['A0058'],27/09/2016,1.443681779,7.30E-05,medium
2991,P2891,Meru,Finance,Non-Individual,"['A0063', 'A0055']",13/07/2024,1.041495704,5.27E-05,micro
2992,P2892,Nairobi,Arts & Culture,Non-Individual,"['A0100', 'A0027', 'A0063']",15/06/2006,2.477157036,0.00012524,large
2993,P2893,Eldoret,Healthcare,Non-Individual,"['A0010', 'A0017']",14/05/2008,2.955631276,0.00014943,large
2994,P2894,Kitale,Construction,Non-Individual,"['A0033', 'A0052']",31/07/2019,1.071939379,5.42E-05,micro
2995,P2895,Kericho,Mining & Quarrying,Non-Individual,['A0020'],09/10/2017,1.221635476,6.18E-05,small
2996,P2896,Eldoret,Hospitality,Non-Individual,"['A0054', 'A0061', 'A0069']",26/02/2013,1.033734352,5.23E-05,micro
2997,P2897,Mombasa,Transportation & Logistics,Non-Individual,"['A0045', 'A0004', 'A0064']",19/05/2016,1.036740889,5.24E-05,micro
2998,P2898,Nyeri,Water & Sanitation,Non-Individual,['A0094'],28/12/2023,1.142741561,5.78E-05,micro
2999,P2899,Kericho,Waste Management,Non-Individual,"['A0062', 'A0019', 'A0081']",23/09/2016,1.173195926,5.93E-05,small
3000,P2900,Nakuru,Finance,Non-Individual,['A0048'],21/06/2020,1.007409228,5.09E-05,micro
3001,P2901,Kitale,Mining & Quarrying,Non-Individual,"['A0048', 'A0073', 'A0024']",24/12/2008,1.162804034,5.88E-05,small
3002,P2902,Nakuru,Water & Sanitation,Non-Individual,['A0033'],24/03/2011,1.086264373,5.49E-05,micro
3003,P2903,Eldoret,Agriculture,Non-Individual,['A0061'],22/12/2007,1.794423696,9.07E-05,medium
3004,P2904,Eldoret,Healthcare,Non-Individual,"['A0036', 'A0081', 'A0041']",19/02/2018,1.957404319,9.90E-05,medium
3005,P2905,Nyeri,Manufacturing,Non-Individual,"['A0100', 'A0090', 'A0074']",26/02/2012,1.329681297,6.72E-05,small
3006,P2906,Mombasa,Mining & Quarrying,Non-Individual,"['A0001', 'A0016', 'A0100']",15/11/2006,1.171214647,5.92E-05,small
3007,P2907,Nyeri,Waste Management,Non-Individual,"['A0016', 'A0074']",28/10/2009,1.196301088,6.05E-05,small
3008,P2908,Nairobi,Waste Management,Non-Individual,"['A0055', 'A0036', 'A0059']",22/08/2014,1.246452596,6.30E-05,small
3009,P2909,Kericho,Wholesale Trade,Non-Individual,['A0087'],15/05/2009,1.179109936,5.96E-05,small
3010,P2910,Kericho,Retail,Non-Individual,"['A0085', 'A0095', 'A0072']",25/08/2010,1.105089756,5.59E-05,micro
3011,P2911,Kericho,Wholesale Trade,Non-Individual,"['A0076', 'A0094']",17/12/2008,1.423887556,7.20E-05,medium
3012,P2912,Nyeri,Real Estate,Non-Individual,"['A0051', 'A0100']",23/06/2019,1.152075135,5.82E-05,small
3013,P2913,Eldoret,Transportation & Logistics,Non-Individual,"['A0029', 'A0062']",06/03/2011,1.110650162,5.62E-05,micro
3014,P2914,Meru,Mining & Quarrying,Non-Individual,"['A0042', 'A0051', 'A0017']",03/07/2007,3.16942499,0.000160239,large
3015,P2915,Nairobi,Transportation & Logistics,Non-Individual,['A0055'],06/06/2016,3.118771094,0.000157678,large
3016,P2916,Kisumu,Agriculture,Non-Individual,"['A0044', 'A0056']",21/01/2022,1.144284008,5.79E-05,micro
3017,P2917,Mombasa,Mining & Quarrying,Non-Individual,"['A0022', 'A0036']",06/09/2012,1.651087713,8.35E-05,medium
3018,P2918,Eldoret,Construction,Non-Individual,"['A0003', 'A0062', 'A0043']",10/02/2022,4.894501854,0.000247455,large
3019,P2919,Nakuru,Public Administration,Non-Individual,['A0097'],07/11/2011,3.532017525,0.000178571,large
3020,P2920,Kericho,Construction,Non-Individual,"['A0093', 'A0069']",11/05/2020,1.185082686,5.99E-05,small
3021,P2921,Garissa,Arts & Culture,Non-Individual,"['A0095', 'A0041']",20/06/2008,1.943965319,9.83E-05,medium
3022,P2922,Machakos,Finance,Non-Individual,"['A0056', 'A0070']",13/02/2024,1.03938171,5.25E-05,micro
3023,P2923,Meru,Finance,Non-Individual,['A0095'],21/04/2012,1.166079428,5.90E-05,small
3024,P2924,Machakos,Education,Non-Individual,"['A0057', 'A0030', 'A0076']",17/02/2010,1.05975805,5.36E-05,micro
3025,P2925,Thika,ICT,Non-Individual,"['A0057', 'A0036']",14/11/2011,1.239398742,6.27E-05,small
3026,P2926,Kitale,Transportation & Logistics,Non-Individual,"['A0083', 'A0020']",02/02/2015,1.854638873,9.38E-05,medium
3027,P2927,Machakos,Legal & Professional Services,Non-Individual,"['A0009', 'A0059']",16/02/2005,1.614834388,8.16E-05,medium
3028,P2928,Thika,Wholesale Trade,Non-Individual,"['A0081', 'A0018']",24/01/2023,2.827010105,0.000142927,large
3029,P2929,Nakuru,Retail,Non-Individual,['A0037'],12/05/2023,1.174043104,5.94E-05,small
3030,P2930,Kitale,Education,Non-Individual,"['A0016', 'A0041', 'A0002']",12/08/2011,1.256115513,6.35E-05,small
3031,P2931,Machakos,Energy,Non-Individual,"['A0046', 'A0035']",22/04/2012,2.08492501,0.000105409,large
3032,P2932,Eldoret,Security Services,Non-Individual,"['A0042', 'A0021', 'A0016']",13/04/2016,1.996059436,0.000100916,large
3033,P2933,Mombasa,Healthcare,Non-Individual,"['A0006', 'A0034']",07/08/2008,1.444245777,7.30E-05,medium
3034,P2934,Kitale,Waste Management,Non-Individual,"['A0087', 'A0100']",17/07/2015,3.060616966,0.000154738,large
3035,P2935,Meru,Energy,Non-Individual,['A0052'],05/06/2020,1.327160769,6.71E-05,small
3036,P2936,Garissa,Waste Management,Non-Individual,"['A0055', 'A0048', 'A0006']",31/05/2013,1.07308551,5.43E-05,micro
3037,P2937,Nairobi,Wholesale Trade,Non-Individual,['A0074'],08/09/2012,1.102791434,5.58E-05,micro
3038,P2938,Kericho,Real Estate,Non-Individual,"['A0062', 'A0026']",29/06/2007,15.52409572,0.000784864,large
3039,P2939,Mombasa,Transportation & Logistics,Non-Individual,"['A0078', 'A0061']",22/05/2022,1.035385925,5.23E-05,micro
3040,P2940,Nakuru,Waste Management,Non-Individual,"['A0018', 'A0032', 'A0058']",27/06/2009,1.066320207,5.39E-05,micro
3041,P2941,Thika,Waste Management,Non-Individual,"['A0031', 'A0007', 'A0048']",05/04/2017,1.598338024,8.08E-05,medium
3042,P2942,Nakuru,Transportation,Non-Individual,"['A0029', 'A0042', 'A0069']",29/06/2005,1.052355783,5.32E-05,micro
3043,P2943,Mombasa,Transportation,Non-Individual,['A0093'],15/12/2020,1.669921858,8.44E-05,medium
3044,P2944,Kericho,Hospitality,Non-Individual,"['A0050', 'A0082', 'A0093']",17/02/2009,1.156191469,5.85E-05,small
3045,P2945,Kericho,Telecommunications,Non-Individual,"['A0090', 'A0073']",21/06/2012,3.327329145,0.000168222,large
3046,P2946,Kitale,Education,Non-Individual,['A0022'],23/09/2010,1.058505854,5.35E-05,micro
3047,P2947,Mombasa,Wholesale Trade,Non-Individual,"['A0061', 'A0071', 'A0078']",20/03/2014,1.750004471,8.85E-05,medium
3048,P2948,Nairobi,Public Administration,Non-Individual,"['A0025', 'A0055']",09/05/2006,1.541232926,7.79E-05,medium
3049,P2949,Machakos,Manufacturing,Non-Individual,"['A0026', 'A0071', 'A0059']",23/04/2016,2.222177614,0.000112348,large
3050,P2950,Nakuru,Waste Management,Non-Individual,"['A0062', 'A0055']",27/06/2012,1.271399131,6.43E-05,small
3051,P2951,Garissa,Agriculture,Non-Individual,"['A0011', 'A0021', 'A0001']",10/07/2017,1.409979865,7.13E-05,medium
3052,P2952,Kisumu,Public Administration,Non-Individual,['A0062'],25/12/2023,1.192712145,6.03E-05,small
3053,P2953,Kericho,Security Services,Non-Individual,['A0049'],02/08/2019,1.767982214,8.94E-05,medium
3054,P2954,Mombasa,Arts & Culture,Non-Individual,['A0072'],01/09/2014,1.009241287,5.10E-05,micro
3055,P2955,Kitale,ICT,Non-Individual,"['A0090', 'A0065']",04/08/2019,1.034350918,5.23E-05,micro
3056,P2956,Meru,Waste Management,Non-Individual,"['A0001', 'A0043']",15/08/2012,3.687269111,0.00018642,large
3057,P2957,Kitale,Legal & Professional Services,Non-Individual,"['A0069', 'A0052']",12/12/2024,1.034351576,5.23E-05,micro
3058,P2958,Garissa,Real Estate,Non-Individual,['A0004'],22/02/2005,1.713334269,8.66E-05,medium
3059,P2959,Eldoret,Transportation & Logistics,Non-Individual,"['A0014', 'A0071', 'A0054']",01/08/2014,1.126684221,5.70E-05,micro
3060,P2960,Eldoret,Waste Management,Non-Individual,['A0029'],17/02/2020,1.196538501,6.05E-05,small
3061,P2961,Meru,Arts & Culture,Non-Individual,"['A0062', 'A0037']",30/06/2009,1.929748975,9.76E-05,medium
3062,P2962,Kisumu,Hospitality,Non-Individual,"['A0020', 'A0075', 'A0049']",04/05/2022,1.380954823,6.98E-05,small
3063,P2963,Nakuru,Finance,Non-Individual,['A0041'],07/04/2007,1.014991535,5.13E-05,micro
3064,P2964,Garissa,Manufacturing,Non-Individual,['A0062'],26/06/2022,1.719876621,8.70E-05,medium
3065,P2965,Thika,Agriculture,Non-Individual,['A0098'],06/05/2012,1.824579947,9.22E-05,medium
3066,P2966,Eldoret,Hospitality,Non-Individual,"['A0073', 'A0002']",18/10/2011,1.084639502,5.48E-05,micro
3067,P2967,Nakuru,Healthcare,Non-Individual,['A0009'],15/11/2009,1.189509926,6.01E-05,small
3068,P2968,Kericho,Construction,Non-Individual,"['A0046', 'A0078']",17/09/2023,1.779756219,9.00E-05,medium
3069,P2969,Kitale,Hospitality,Non-Individual,"['A0046', 'A0007']",14/07/2013,1.049393757,5.31E-05,micro
3070,P2970,Kericho,Energy,Non-Individual,['A0065'],16/06/2009,1.163397772,5.88E-05,small
3071,P2971,Machakos,Waste Management,Non-Individual,['A0093'],09/04/2023,1.090337959,5.51E-05,micro
3072,P2972,Kisumu,Public Administration,Non-Individual,['A0031'],21/12/2017,1.338477012,6.77E-05,small
3073,P2973,Eldoret,Construction,Non-Individual,"['A0047', 'A0005', 'A0056']",21/12/2015,4.609390426,0.000233041,large
3074,P2974,Thika,Legal & Professional Services,Non-Individual,"['A0033', 'A0020', 'A0061']",14/04/2009,1.018158898,5.15E-05,micro
3075,P2975,Nyeri,Telecommunications,Non-Individual,['A0031'],21/09/2015,1.441199935,7.29E-05,medium
3076,P2976,Kericho,Retail,Non-Individual,"['A0068', 'A0091']",01/03/2005,1.469045028,7.43E-05,medium
3077,P2977,Mombasa,Telecommunications,Non-Individual,"['A0039', 'A0004']",31/01/2013,2.513204229,0.000127062,large
3078,P2978,Meru,Real Estate,Non-Individual,"['A0011', 'A0079']",22/02/2010,1.293951963,6.54E-05,small
3079,P2979,Machakos,Entertainment & Media,Non-Individual,"['A0019', 'A0030', 'A0038']",10/05/2005,1.174321339,5.94E-05,small
3080,P2980,Thika,Manufacturing,Non-Individual,"['A0083', 'A0038']",27/02/2008,1.145205143,5.79E-05,micro
3081,P2981,Garissa,Retail,Non-Individual,['A0027'],15/11/2007,1.154845922,5.84E-05,small
3082,P2982,Kericho,Manufacturing,Non-Individual,"['A0032', 'A0078', 'A0024']",17/05/2006,1.017656512,5.15E-05,micro
3083,P2983,Nakuru,Telecommunications,Non-Individual,"['A0041', 'A0021', 'A0002']",08/11/2018,4.47539904,0.000226266,large
3084,P2984,Kisumu,Finance,Non-Individual,"['A0056', 'A0039']",19/08/2016,1.339117885,6.77E-05,small
3085,P2985,Meru,Finance,Non-Individual,['A0021'],10/03/2013,2.805747981,0.000141852,large
3086,P2986,Nairobi,Entertainment & Media,Non-Individual,['A0056'],30/07/2009,2.434183792,0.000123067,large
3087,P2987,Thika,Education,Non-Individual,"['A0004', 'A0064']",13/12/2018,2.443318663,0.000123529,large
3088,P2988,Nairobi,Entertainment & Media,Non-Individual,"['A0046', 'A0008']",08/10/2005,3.668560106,0.000185474,large
3089,P2989,Nyeri,Energy,Non-Individual,"['A0013', 'A0018', 'A0040']",07/02/2022,1.206707542,6.10E-05,small
3090,P2990,Kisumu,Construction,Non-Individual,"['A0087', 'A0069', 'A0089']",03/05/2005,1.192407259,6.03E-05,small
3091,P2991,Machakos,Agriculture,Non-Individual,"['A0010', 'A0031']",10/07/2007,1.320167593,6.67E-05,small
3092,P2992,Nyeri,Mining & Quarrying,Non-Individual,"['A0090', 'A0039']",07/01/2008,1.595030085,8.06E-05,medium
3093,P2993,Kericho,Entertainment & Media,Non-Individual,"['A0085', 'A0084', 'A0017']",06/10/2010,1.619035391,8.19E-05,medium
3094,P2994,Meru,Water & Sanitation,Non-Individual,['A0035'],14/03/2013,1.044723739,5.28E-05,micro
3095,P2995,Kericho,Entertainment & Media,Non-Individual,"['A0053', 'A0075', 'A0074']",17/10/2021,1.029918056,5.21E-05,micro
3096,P2996,Nyeri,ICT,Non-Individual,"['A0016', 'A0077', 'A0010']",25/01/2023,1.207519325,6.10E-05,small
3097,P2997,Meru,Agriculture,Non-Individual,['A0010'],02/09/2021,1.023512475,5.17E-05,micro
3098,P2998,Machakos,Real Estate,Non-Individual,['A0075'],22/11/2024,1.165740504,5.89E-05,small
3099,P2999,Nakuru,Finance,Non-Individual,"['A0034', 'A0048', 'A0010']",17/05/2021,2.806871356,0.000141909,large
3100,P3000,Kericho,Arts & Culture,Non-Individual,"['A0036', 'A0008', 'A0092']",02/04/2018,1.135780294,5.74E-05,micro
3101,P3001,Kisumu,Transportation & Logistics,Non-Individual,"['A0047', 'A0049', 'A0094']",20/06/2014,2.099064849,0.000106124,large
3102,P3002,Garissa,Manufacturing,Non-Individual,"['A0002', 'A0013']",11/10/2021,1.809098195,9.15E-05,medium
3103,P3003,Eldoret,Finance,Non-Individual,"['A0064', 'A0023']",28/04/2005,10.00142414,0.00050565,large
3104,P3004,Nairobi,Healthcare,Non-Individual,['A0085'],19/08/2008,1.162955731,5.88E-05,small
3105,P3005,Garissa,Entertainment & Media,Non-Individual,"['A0035', 'A0054']",08/11/2015,1.193375434,6.03E-05,small
3106,P3006,Garissa,Energy,Non-Individual,"['A0070', 'A0064']",21/02/2015,1.36057821,6.88E-05,small
3107,P3007,Garissa,Education,Non-Individual,['A0037'],30/03/2017,1.320045874,6.67E-05,small
3108,P3008,Nakuru,Wholesale Trade,Non-Individual,"['A0005', 'A0061']",28/03/2022,1.110985144,5.62E-05,micro
3109,P3009,Thika,Entertainment & Media,Non-Individual,"['A0096', 'A0043', 'A0086']",26/04/2022,1.730615841,8.75E-05,medium
3110,P3010,Meru,Transportation & Logistics,Non-Individual,"['A0037', 'A0002', 'A0074']",13/02/2022,1.892342268,9.57E-05,medium
3111,P3011,Machakos,Wholesale Trade,Non-Individual,"['A0029', 'A0011', 'A0082']",28/07/2005,2.215474117,0.000112009,large
3112,P3012,Kericho,Construction,Non-Individual,"['A0077', 'A0074', 'A0073']",13/09/2007,14.21790288,0.000718826,large
3113,P3013,Thika,Real Estate,Non-Individual,"['A0075', 'A0066', 'A0077']",25/02/2015,1.067311474,5.40E-05,micro
3114,P3014,Nyeri,Finance,Non-Individual,"['A0080', 'A0019']",01/12/2013,1.093363426,5.53E-05,micro
3115,P3015,Eldoret,Retail,Non-Individual,"['A0070', 'A0013', 'A0003']",16/06/2009,1.16798308,5.91E-05,small
3116,P3016,Garissa,ICT,Non-Individual,"['A0061', 'A0020', 'A0069']",17/08/2017,1.16074242,5.87E-05,small
3117,P3017,Thika,Water & Sanitation,Non-Individual,"['A0069', 'A0023', 'A0062']",03/03/2010,1.302042566,6.58E-05,small
3118,P3018,Kisumu,Construction,Non-Individual,"['A0069', 'A0089', 'A0026']",05/04/2020,2.600632951,0.000131482,large
3119,P3019,Meru,Security Services,Non-Individual,['A0085'],28/01/2010,1.496963998,7.57E-05,medium
3120,P3020,Machakos,Hospitality,Non-Individual,"['A0032', 'A0098', 'A0095']",31/03/2011,1.277640312,6.46E-05,small
3121,P3021,Nakuru,Energy,Non-Individual,['A0004'],14/09/2016,1.118872246,5.66E-05,micro
3122,P3022,Thika,ICT,Non-Individual,"['A0057', 'A0090']",08/03/2021,2.015637367,0.000101906,large
3123,P3023,Nakuru,Transportation,Non-Individual,"['A0084', 'A0001']",19/06/2017,1.364315682,6.90E-05,small
3124,P3024,Garissa,Security Services,Non-Individual,"['A0017', 'A0041', 'A0083']",02/07/2006,1.505041555,7.61E-05,medium
3125,P3025,Machakos,ICT,Non-Individual,['A0072'],23/03/2008,1.417412694,7.17E-05,medium
3126,P3026,Eldoret,Energy,Non-Individual,"['A0056', 'A0015']",21/08/2022,1.718021084,8.69E-05,medium
3127,P3027,Machakos,Energy,Non-Individual,['A0038'],07/04/2018,1.459340163,7.38E-05,medium
3128,P3028,Thika,Agriculture,Non-Individual,['A0048'],28/01/2010,3.165921863,0.000160062,large
3129,P3029,Mombasa,Waste Management,Non-Individual,"['A0078', 'A0004']",30/01/2020,2.216621578,0.000112067,large
3130,P3030,Kericho,ICT,Non-Individual,['A0041'],29/01/2020,1.348023876,6.82E-05,small
3131,P3031,Nairobi,Wholesale Trade,Non-Individual,"['A0015', 'A0035']",19/08/2007,2.105501938,0.00010645,large
3132,P3032,Meru,Security Services,Non-Individual,"['A0017', 'A0069', 'A0034']",27/07/2015,2.224618572,0.000112472,large
3133,P3033,Kericho,Real Estate,Non-Individual,['A0002'],11/06/2023,1.129665432,5.71E-05,micro
3134,P3034,Kitale,Security Services,Non-Individual,['A0098'],12/03/2015,1.384773327,7.00E-05,small
3135,P3035,Kitale,Transportation & Logistics,Non-Individual,['A0001'],18/08/2024,1.293124975,6.54E-05,small
3136,P3036,Nakuru,Construction,Non-Individual,"['A0040', 'A0063']",23/01/2019,2.754305556,0.000139252,large
3137,P3037,Kisumu,Transportation,Non-Individual,"['A0009', 'A0099']",05/07/2020,1.528035542,7.73E-05,medium
3138,P3038,Eldoret,Public Administration,Non-Individual,"['A0015', 'A0066']",25/04/2007,1.643191058,8.31E-05,medium
3139,P3039,Garissa,Security Services,Non-Individual,['A0083'],27/05/2024,1.550062905,7.84E-05,medium
3140,P3040,Kericho,Transportation,Non-Individual,"['A0012', 'A0053']",13/09/2014,1.148402363,5.81E-05,micro
3141,P3041,Mombasa,Education,Non-Individual,"['A0081', 'A0085']",23/11/2023,1.089724681,5.51E-05,micro
3142,P3042,Meru,Public Administration,Non-Individual,"['A0083', 'A0006', 'A0086']",17/05/2012,2.074278801,0.000104871,large
3143,P3043,Thika,Agriculture,Non-Individual,"['A0053', 'A0086']",16/04/2005,2.542962599,0.000128567,large
3144,P3044,Kericho,Healthcare,Non-Individual,['A0075'],20/02/2018,1.638916134,8.29E-05,medium
3145,P3045,Machakos,Arts & Culture,Non-Individual,"['A0010', 'A0058']",18/12/2010,1.483583828,7.50E-05,medium
3146,P3046,Kitale,Entertainment & Media,Non-Individual,['A0052'],30/07/2017,2.492738397,0.000126027,large
3147,P3047,Nyeri,Arts & Culture,Non-Individual,"['A0059', 'A0063', 'A0033']",01/08/2013,1.166005669,5.90E-05,small
3148,P3048,Mombasa,Waste Management,Non-Individual,['A0033'],20/10/2023,5.494712402,0.0002778,large
3149,P3049,Eldoret,Telecommunications,Non-Individual,"['A0074', 'A0049', 'A0005']",05/01/2018,1.992546686,0.000100739,large
3150,P3050,Machakos,Transportation,Non-Individual,"['A0092', 'A0033', 'A0039']",11/09/2021,4.881876246,0.000246817,large
3151,P3051,Meru,Mining & Quarrying,Non-Individual,['A0028'],12/02/2024,1.406585413,7.11E-05,small
3152,P3052,Nairobi,Energy,Non-Individual,"['A0049', 'A0047']",29/03/2023,1.213400542,6.13E-05,small
3153,P3053,Meru,Retail,Non-Individual,"['A0061', 'A0052', 'A0079']",05/11/2009,2.018585545,0.000102055,large
3154,P3054,Thika,Construction,Non-Individual,"['A0043', 'A0046', 'A0064']",23/07/2011,2.162377334,0.000109325,large
3155,P3055,Kericho,Education,Non-Individual,"['A0046', 'A0083']",16/01/2013,1.075175597,5.44E-05,micro
3156,P3056,Nakuru,Mining & Quarrying,Non-Individual,"['A0028', 'A0020', 'A0048']",31/07/2022,1.01897083,5.15E-05,micro
3157,P3057,Kericho,Transportation,Non-Individual,['A0035'],29/03/2019,1.138939337,5.76E-05,micro
3158,P3058,Eldoret,Water & Sanitation,Non-Individual,"['A0093', 'A0056']",16/04/2022,1.134835426,5.74E-05,micro
3159,P3059,Machakos,Telecommunications,Non-Individual,"['A0038', 'A0035', 'A0021']",08/07/2022,1.344728388,6.80E-05,small
3160,P3060,Mombasa,Transportation & Logistics,Non-Individual,['A0044'],21/11/2012,1.123148893,5.68E-05,micro
3161,P3061,Thika,Real Estate,Non-Individual,"['A0062', 'A0021', 'A0073']",10/04/2007,1.02676548,5.19E-05,micro
3162,P3062,Thika,Security Services,Non-Individual,"['A0031', 'A0085', 'A0004']",26/02/2016,2.810797942,0.000142108,large
3163,P3063,Eldoret,Education,Non-Individual,"['A0043', 'A0072', 'A0063']",14/03/2024,1.323585007,6.69E-05,small
3164,P3064,Kericho,Telecommunications,Non-Individual,"['A0055', 'A0028', 'A0096']",06/12/2021,1.012978854,5.12E-05,micro
3165,P3065,Thika,Retail,Non-Individual,['A0089'],03/07/2007,4.977747144,0.000251664,large
3166,P3066,Nakuru,Public Administration,Non-Individual,['A0099'],15/09/2020,1.505123022,7.61E-05,medium
